Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,17T,18T,19T,14T,27T,20T,21T,24T,25T,26T,79T,41T,46T,72T,29T,30T,31T,32T,33T,34T,71T,77T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,80T
2018_04_15,8.0,15.666666666666666,15.666666666666666,15.0,21.0,15.666666666666666,20.0,12.0,18,15.666666666666666,18.0,19.0,19.0,20.0,9.0,9.0,17.133333333333333,17.133333333333333,19.0,19.0,24.0,30.0,17.133333333333333,35.0,35.0,8.0,8.0,8.0,16.0,16.0,16.0,12.428571428571429,15.0,94.0,76.0,75.0,75.0,75.0,75.0,74.22222222222223,74.22222222222221,74.22222222222223,68.0,68.0,74.22222222222223,74.22222222222223,74.22222222222221,62.0,12.333333333333334,13.0,10.0,14,10.0
2018_04_16,16.0,22.333333333333332,22.333333333333332,22.0,28.0,22.333333333333332,24.0,18.0,26,22.333333333333332,24.0,24.0,24.0,24.0,9.0,9.0,21.166666666666664,21.166666666666668,21.0,21.0,17.0,27.0,21.16666666666667,30.0,30.0,13.0,13.0,13.0,19.0,19.0,19.0,16.285714285714285,18.0,64.0,61.0,38.0,38.0,38.0,38.0,46.666666666666664,46.666666666666664,46.66666666666666,30.0,30.0,46.666666666666664,46.666666666666664,46.666666666666664,83.0,13.333333333333334,9.0,13.0,18,10.0
2018_04_17,10.0,15.5,15.5,14.0,21.0,15.5,19.0,13.0,16,15.5,21.0,21.0,21.0,21.0,14.0,14.0,17.6,17.6,24.0,24.0,18.0,19.0,17.6,23.0,23.0,9.0,9.0,9.0,15.0,15.0,15.0,12.0,12.0,33.0,33.0,24.0,24.0,24.0,24.0,27.0,27.0,27.0,13.0,13.0,27.0,27.0,27.0,55.0,15.0,10.0,17.0,18,13.0
2018_04_18,19.0,26.666666666666668,26.666666666666668,21.0,32.0,26.666666666666668,31.0,25.0,32,26.666666666666668,33.0,29.5,29.5,26.0,27.203703703703706,27.203703703703706,27.203703703703706,27.203703703703706,24.0,24.0,32.0,25.0,27.203703703703706,37.0,37.0,10.0,10.0,10.0,20.0,20.0,20.0,16.142857142857142,23.0,27.0,25.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,12.0,12.0,23.0,23.0,23.0,43.0,17.0,10.0,18.0,23,11.0
2018_04_19,12.0,18.666666666666668,18.666666666666668,16.0,26.0,18.666666666666668,22.0,16.0,20,18.666666666666668,28.0,24.5,24.5,21.0,23.037037037037038,23.037037037037038,23.037037037037038,23.037037037037038,37.0,37.0,28.0,28.0,23.03703703703704,23.0,23.0,11.0,11.0,11.0,23.0,23.0,23.0,18.428571428571427,27.0,35.0,34.0,41.0,41.0,41.0,41.0,35.888888888888886,35.88888888888889,35.888888888888886,21.0,21.0,35.888888888888886,35.888888888888886,35.88888888888889,48.0,18.333333333333332,11.0,20.0,24,12.0
2018_04_20,9.0,16.0,16.0,14.0,22.0,16.0,20.0,14.0,17,16.0,22.0,27.0,27.0,32.0,12.0,12.0,19.55,19.55,27.0,27.0,26.0,19.0,19.55,41.0,41.0,12.0,12.0,12.0,20.0,20.0,20.0,16.857142857142858,22.0,46.0,50.0,50.0,50.0,50.0,50.0,40.44444444444444,40.44444444444444,40.44444444444445,25.0,25.0,40.44444444444445,40.44444444444445,40.44444444444445,18.0,18.0,12.0,18.0,24,15.0
2018_04_21,11.0,18.0,18.0,17.0,23.0,18.0,22.0,16.0,19,18.0,24.0,27.5,27.5,31.0,17.0,17.0,21.75,21.75,31.0,31.0,23.0,26.0,21.75,50.0,50.0,14.0,14.0,14.0,20.0,20.0,20.0,17.857142857142858,23.0,56.0,57.0,63.0,63.0,63.0,63.0,53.888888888888886,53.88888888888889,53.88888888888889,34.0,34.0,53.888888888888886,53.888888888888886,53.88888888888889,52.0,16.666666666666668,12.0,17.0,21,14.0
2018_04_22,9.0,14.666666666666666,14.666666666666666,13.0,20.0,14.666666666666666,17.0,14.0,15,14.666666666666666,21.0,19.5,19.5,18.0,13.0,13.0,17.48333333333333,17.48333333333333,26.0,26.0,22.0,25.0,17.483333333333334,57.0,57.0,11.0,11.0,11.0,19.0,19.0,19.0,15.285714285714286,17.0,76.0,80.0,72.0,72.0,72.0,72.0,64.44444444444444,64.44444444444444,64.44444444444444,45.0,45.0,64.44444444444444,64.44444444444444,64.44444444444444,46.0,16.333333333333332,13.0,16.0,20,14.0
2018_04_23,13.0,21.666666666666668,21.666666666666668,20.0,26.0,21.666666666666668,27.0,21.0,23,21.666666666666668,26.0,22.0,22.0,18.0,18.0,18.0,22.833333333333336,22.833333333333332,31.0,31.0,23.0,31.0,22.83333333333333,47.0,47.0,11.0,11.0,11.0,17.0,17.0,17.0,15.0,21.0,75.0,73.0,67.0,67.0,67.0,67.0,63.888888888888886,63.88888888888889,63.88888888888889,60.0,60.0,63.88888888888889,63.8888888888889,63.8888888888889,39.0,18.333333333333332,15.0,18.0,22,18.0
2018_04_24,11.0,18.333333333333332,18.333333333333332,18.0,22.0,18.333333333333332,23.0,16.0,20,18.333333333333332,26.0,22.5,22.5,19.0,20.0,20.0,21.266666666666666,21.266666666666666,28.0,28.0,24.0,32.0,21.266666666666666,50.0,50.0,12.0,12.0,12.0,18.0,18.0,18.0,15.428571428571429,18.0,85.0,82.0,73.0,73.0,73.0,73.0,69.0,69.0,69.0,63.0,63.0,69.0,69.0,69.0,36.0,18.666666666666668,17.0,18.0,21,13.0
2018_04_25,16.0,23.333333333333332,23.333333333333332,22.0,28.0,23.333333333333332,28.0,22.0,24,23.333333333333332,31.0,28.0,28.0,25.0,24.0,24.0,25.266666666666666,25.266666666666662,28.0,28.0,28.0,28.0,25.266666666666666,29.0,29.0,9.0,9.0,9.0,17.0,17.0,17.0,14.142857142857142,21.0,69.0,71.0,58.0,58.0,58.0,58.0,53.55555555555556,53.55555555555556,53.55555555555555,38.0,38.0,53.55555555555555,53.55555555555555,53.55555555555555,34.0,14.0,18.0,10.0,14,6.846875605674081
2018_04_26,13.0,19.166666666666668,19.166666666666668,18.0,22.0,19.166666666666668,24.0,19.0,19,19.166666666666668,28.0,25.0,25.0,22.0,23.0,23.0,23.083333333333336,23.083333333333332,31.0,31.0,29.0,33.0,23.08333333333333,38.0,38.0,7.0,7.0,7.0,17.0,17.0,17.0,13.0,19.0,44.0,45.0,30.0,30.0,30.0,30.0,30.666666666666668,30.666666666666668,30.66666666666667,16.0,16.0,30.66666666666667,30.66666666666667,30.666666666666675,35.0,12.0,15.0,9.0,12,9.0
2018_04_27,14.0,20.166666666666668,20.166666666666668,17.0,22.0,20.166666666666668,24.0,21.0,23,20.166666666666668,27.0,24.5,24.5,22.0,32.0,32.0,22.133333333333333,22.133333333333333,27.0,27.0,12.0,13.0,22.13333333333333,50.0,50.0,10.0,10.0,10.0,18.0,18.0,18.0,13.428571428571429,10.0,38.0,37.0,24.0,24.0,24.0,24.0,27.77777777777778,27.77777777777778,27.777777777777775,15.0,15.0,27.777777777777775,27.777777777777775,27.777777777777775,49.0,12.666666666666666,13.0,10.0,15,11.0
2018_04_28,12.0,17.833333333333332,17.833333333333332,13.0,21.0,17.833333333333332,21.0,18.0,22,17.833333333333332,24.0,25.0,25.0,26.0,21.0,21.0,18.566666666666666,18.566666666666666,16.0,16.0,9.0,10.0,18.566666666666666,28.0,28.0,9.0,9.0,9.0,21.0,21.0,21.0,14.0,8.0,32.0,34.0,16.0,16.0,16.0,16.0,20.22222222222222,20.22222222222222,20.222222222222225,10.0,10.0,20.222222222222225,20.222222222222225,20.222222222222225,32.0,13.5,12.0,13.5,15,14.0
2018_04_29,15.0,21.666666666666668,21.666666666666668,17.0,26.0,21.666666666666668,25.0,21.0,26,21.666666666666668,28.0,27.0,27.0,26.0,24.0,24.0,22.683333333333334,22.683333333333334,28.0,28.0,15.0,10.0,22.683333333333334,29.0,29.0,10.0,10.0,10.0,10.0,10.0,10.0,10.428571428571429,13.0,25.0,22.0,11.0,11.0,11.0,11.0,13.88888888888889,13.88888888888889,13.888888888888888,9.0,9.0,13.888888888888888,13.888888888888888,13.888888888888888,16.0,14.0,13.0,15.0,14,14.0
2018_04_30,8.0,15.166666666666666,15.166666666666666,13.0,19.0,15.166666666666666,19.0,17.0,15,15.166666666666666,21.0,20.0,20.0,19.0,11.0,11.0,15.98333333333333,15.983333333333333,22.0,22.0,11.0,11.0,15.983333333333333,34.0,34.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,8.0,25.0,17.0,12.0,12.0,12.0,12.0,13.88888888888889,13.88888888888889,13.888888888888888,9.0,9.0,13.888888888888888,13.888888888888888,13.888888888888888,17.0,13.333333333333334,14.0,12.0,14,12.0
2018_05_01,4.0,10.0,10.0,9.0,13.0,10.0,13.0,10.0,11,10.0,10.0,12.0,12.0,14.0,9.0,9.0,10.25,10.25,13.0,13.0,5.0,8.0,10.25,32.0,32.0,12.0,12.0,12.0,9.0,9.0,9.0,9.857142857142858,6.0,18.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,8.0,8.0,13.0,13.0,13.0,15.0,13.333333333333334,13.0,11.0,16,11.0
2018_05_02,4.0,11.0,11.0,8.0,16.0,11.0,15.0,12.0,11,11.0,10.0,12.0,12.0,14.0,18.0,18.0,12.35,12.350000000000001,20.0,20.0,7.0,6.0,12.35,16.0,16.0,6.0,6.0,6.0,11.0,11.0,11.0,8.571428571428571,9.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,9.0,9.0,9.0,15.0,13.333333333333334,8.0,14.0,18,12.0
2018_05_03,9.0,16.5,16.5,14.0,19.0,16.5,21.0,18.0,18,16.5,18.0,17.5,17.5,17.0,25.0,25.0,17.65,17.65,28.0,28.0,5.0,7.0,17.65,23.0,23.0,7.0,7.0,7.0,13.0,13.0,13.0,10.142857142857142,11.0,13.0,10.0,9.0,9.0,9.0,9.0,8.777777777777779,8.777777777777777,8.777777777777779,4.0,4.0,8.777777777777779,8.777777777777779,8.777777777777777,12.0,14.0,14.0,12.0,16,12.0
2018_05_04,12.0,17.833333333333332,17.833333333333332,12.0,22.0,17.833333333333332,22.0,18.0,21,17.833333333333332,21.0,23.5,23.5,26.0,17.0,17.0,19.066666666666666,19.066666666666666,31.0,31.0,6.0,7.0,19.066666666666666,21.0,21.0,10.0,10.0,10.0,18.0,18.0,18.0,13.142857142857142,8.0,15.0,15.0,11.0,11.0,11.0,11.0,10.555555555555555,10.555555555555555,10.555555555555555,6.0,6.0,10.555555555555555,10.555555555555555,10.555555555555555,9.0,15.333333333333334,10.0,18.0,18,9.0
2018_05_05,19.0,15.666666666666666,15.666666666666666,10.0,17.0,15.666666666666666,16.0,14.0,18,15.666666666666666,15.0,15.5,15.5,16.0,14.0,14.0,15.456140350877192,15.456140350877192,20.0,20.0,7.0,15.456140350877192,15.456140350877194,19.0,19.0,6.0,6.0,6.0,13.0,13.0,13.0,9.714285714285714,11.0,18.0,15.0,13.0,13.0,13.0,13.0,12.666666666666666,12.666666666666666,12.666666666666664,8.0,8.0,12.666666666666666,12.666666666666666,12.666666666666666,13.0,14.666666666666666,10.0,15.0,19,13.0
2018_05_06,4.0,12.666666666666666,12.666666666666666,10.0,17.0,12.666666666666666,16.0,13.0,16,12.666666666666666,12.0,12.5,12.5,13.0,9.0,9.0,12.771929824561402,12.771929824561402,21.0,21.0,6.0,12.771929824561404,12.771929824561404,25.0,25.0,10.0,10.0,10.0,13.0,13.0,13.0,11.285714285714286,10.0,25.0,22.0,17.0,17.0,17.0,17.0,17.444444444444443,17.444444444444446,17.444444444444443,13.0,13.0,17.444444444444443,17.444444444444443,17.444444444444446,16.0,17.333333333333332,12.0,16.0,24,15.0
2018_05_07,11.0,16.166666666666668,16.166666666666668,15.0,19.0,16.166666666666668,18.0,17.0,17,16.166666666666668,13.0,14.5,14.5,16.0,14.0,14.0,15.508771929824562,15.508771929824562,20.0,20.0,7.0,15.508771929824562,15.50877192982456,21.0,21.0,7.0,7.0,7.0,12.0,12.0,12.0,9.714285714285714,11.0,36.0,33.0,25.0,25.0,25.0,25.0,24.333333333333332,24.333333333333332,24.33333333333333,17.0,17.0,24.333333333333332,24.333333333333332,24.333333333333332,16.0,16.666666666666668,17.0,14.0,19,11.0
2018_05_08,19.0,20.0,20.0,18.0,22.0,20.0,22.0,20.0,19,20.0,26.0,26.0,26.0,26.0,15.0,15.0,20.45,20.45,26.0,26.0,10.0,13.0,20.45,29.0,29.0,5.0,5.0,5.0,12.0,12.0,12.0,8.571428571428571,9.0,40.0,38.0,32.0,32.0,32.0,32.0,30.555555555555557,30.555555555555554,30.555555555555554,24.0,24.0,30.555555555555554,30.55555555555555,30.55555555555555,21.0,16.333333333333332,15.0,18.0,16,15.0
2018_05_09,13.0,16.666666666666668,16.666666666666668,15.0,17.0,16.666666666666668,19.0,17.0,19,16.666666666666668,20.0,17.5,17.5,15.0,14.0,14.0,17.033333333333335,17.033333333333335,22.0,22.0,16.0,16.0,17.033333333333335,36.0,36.0,6.0,6.0,6.0,13.0,13.0,13.0,9.857142857142858,12.0,41.0,41.0,35.0,35.0,35.0,35.0,34.44444444444444,34.44444444444444,34.44444444444445,33.0,33.0,34.44444444444445,34.44444444444445,34.44444444444445,22.0,20.666666666666668,21.0,20.0,21,14.0
2018_05_10,10.0,14.666666666666666,14.666666666666666,14.0,17.0,14.666666666666666,17.0,15.0,15,14.666666666666666,23.0,17.5,17.5,12.0,13.0,13.0,16.28333333333333,16.28333333333333,25.0,25.0,14.0,19.0,16.283333333333335,37.0,37.0,6.0,6.0,6.0,16.0,16.0,16.0,10.857142857142858,10.0,20.0,34.0,29.0,29.0,29.0,29.0,28.333333333333332,28.333333333333332,28.33333333333333,32.0,32.0,28.333333333333332,28.333333333333332,28.333333333333332,21.0,18.0,17.0,18.0,19,15.0
2018_05_11,14.0,17.0,17.0,14.0,18.0,17.0,19.0,18.0,19,17.0,25.0,22.5,22.5,20.0,24.0,24.0,18.0,18.0,14.0,14.0,14.0,10.0,18.0,24.0,24.0,10.0,10.0,10.0,16.0,16.0,16.0,12.571428571428571,10.0,19.0,27.0,13.0,13.0,13.0,13.0,17.11111111111111,17.11111111111111,17.11111111111111,19.0,19.0,17.11111111111111,17.11111111111111,17.11111111111111,18.0,23.0,18.0,25.0,26,16.0
2018_05_12,21.0,25.166666666666668,25.166666666666668,20.0,27.0,25.166666666666668,28.0,26.0,29,25.166666666666668,31.0,28.5,28.5,26.0,38.0,38.0,25.333333333333336,25.333333333333332,23.0,23.0,10.0,9.0,25.33333333333333,20.0,20.0,13.0,13.0,13.0,27.0,27.0,27.0,18.714285714285715,11.0,15.0,25.0,17.0,17.0,17.0,17.0,16.77777777777778,16.77777777777778,16.777777777777775,13.0,13.0,16.777777777777775,16.777777777777775,16.777777777777775,17.0,18.0,13.0,18.0,23,16.0
2018_05_13,22.0,23.166666666666668,23.166666666666668,20.0,26.0,23.166666666666668,23.0,20.0,28,23.166666666666668,29.0,24.0,24.0,19.0,21.0,21.0,22.233333333333334,22.233333333333334,28.0,28.0,11.0,8.0,22.233333333333334,19.0,19.0,15.0,15.0,15.0,21.0,21.0,21.0,17.142857142857142,12.0,25.0,21.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,10.0,16.0,16.0,16.0,14.0,17.666666666666668,13.0,19.0,21,13.0
2018_05_14,18.0,19.166666666666668,19.166666666666668,16.0,20.0,19.166666666666668,22.0,17.0,22,19.166666666666668,24.0,24.5,24.5,25.0,13.0,13.0,19.333333333333336,19.333333333333332,25.0,25.0,9.0,12.0,19.33333333333333,24.0,24.0,14.0,14.0,14.0,18.0,18.0,18.0,15.428571428571429,12.0,24.0,22.0,18.0,18.0,18.0,18.0,16.666666666666668,16.666666666666668,16.666666666666668,11.0,11.0,16.666666666666668,16.666666666666664,16.666666666666664,10.0,16.333333333333332,13.0,17.0,19,12.0
2018_05_15,20.0,24.166666666666668,24.166666666666668,22.0,26.0,24.166666666666668,28.0,23.0,26,24.166666666666668,30.0,25.5,25.5,21.0,23.703703703703706,23.703703703703706,23.703703703703702,23.703703703703702,28.0,28.0,13.0,14.0,23.7037037037037,25.0,25.0,13.0,13.0,13.0,20.0,20.0,20.0,16.428571428571427,16.0,28.0,24.0,15.0,15.0,15.0,15.0,17.333333333333332,17.333333333333332,17.333333333333332,14.0,14.0,17.333333333333332,17.333333333333336,17.333333333333336,16.0,15.0,13.0,13.0,19,11.0
2018_05_16,10.0,15.833333333333334,15.833333333333334,14.0,19.0,15.833333333333334,18.0,15.0,19,15.833333333333334,20.0,17.5,17.5,15.0,13.0,13.0,17.31666666666667,17.31666666666667,37.0,37.0,9.0,9.0,17.316666666666666,27.0,27.0,14.0,14.0,14.0,20.0,20.0,20.0,17.571428571428573,21.0,30.0,23.0,20.0,20.0,20.0,20.0,21.571428571428573,21.57142857142857,21.57142857142857,21.571428571428573,21.571428571428573,21.571428571428573,21.571428571428573,21.571428571428573,18.0,14.0,18.0,10.0,14,10.0
2018_05_17,10.0,13.0,13.0,10.0,16.0,13.0,16.0,12.0,14,13.0,20.0,18.0,18.0,16.0,10.0,10.0,14.9,14.899999999999999,24.0,24.0,15.0,13.0,14.9,28.0,28.0,12.0,12.0,12.0,17.0,17.0,17.0,15.714285714285714,23.0,22.0,19.0,14.0,14.0,14.0,14.0,13.444444444444445,13.444444444444446,13.444444444444445,5.0,5.0,13.444444444444445,13.444444444444446,13.444444444444446,14.0,12.0,13.0,11.0,12,10.0
2018_05_18,11.0,15.666666666666666,15.666666666666666,12.0,19.0,15.666666666666666,20.0,14.0,18,15.666666666666666,22.0,21.5,21.5,21.0,9.0,9.0,16.833333333333332,16.833333333333332,26.0,26.0,11.0,13.0,16.83333333333333,19.0,19.0,14.0,14.0,14.0,22.0,22.0,22.0,17.428571428571427,14.0,15.0,16.0,15.0,15.0,15.0,15.0,14.571428571428571,14.571428571428571,14.571428571428571,14.571428571428573,14.571428571428573,14.571428571428575,14.571428571428575,14.571428571428575,11.0,13.666666666666666,18.0,10.0,13,11.0
2018_05_19,13.0,16.0,16.0,15.0,18.0,16.0,16.0,17.0,17,16.0,24.0,21.0,21.0,18.0,19.0,19.0,17.65,17.65,25.0,25.0,12.0,9.0,17.65,20.0,20.0,12.0,12.0,12.0,19.0,19.0,19.0,16.0,19.0,22.0,19.0,12.0,12.0,12.0,12.0,12.444444444444445,12.444444444444445,12.444444444444445,5.0,5.0,12.444444444444443,12.444444444444445,12.444444444444445,13.0,14.333333333333334,17.0,10.0,16,10.0
2018_05_20,17.0,22.4,22.400000000000002,22.0,26.0,22.400000000000002,22.400000000000002,19.0,28,22.4,30.0,24.5,24.5,19.0,23.0,23.0,21.7,21.7,24.0,24.0,9.0,9.0,21.7,23.0,23.0,12.0,12.0,12.0,20.0,20.0,20.0,15.285714285714286,11.0,23.0,22.0,16.0,16.0,16.0,16.0,17.714285714285715,17.714285714285715,17.714285714285715,17.714285714285715,17.71428571428572,17.71428571428572,17.71428571428572,17.71428571428572,15.0,12.666666666666666,13.0,11.0,14,8.0
2018_05_21,16.0,20.5,20.5,20.0,24.0,20.5,24.0,19.0,20,20.5,27.0,25.0,25.0,23.0,11.0,11.0,19.65,19.65,22.0,22.0,11.0,11.0,19.65,20.0,20.0,13.0,13.0,13.0,20.0,20.0,20.0,15.857142857142858,12.0,23.0,26.0,16.0,16.0,16.0,16.0,16.333333333333332,16.333333333333332,16.333333333333332,11.0,11.0,16.333333333333332,16.333333333333336,16.333333333333336,12.0,16.666666666666668,16.0,15.0,19,11.0
2018_05_22,18.0,21.666666666666668,21.666666666666668,19.0,22.0,21.666666666666668,25.0,25.0,21,21.666666666666668,36.0,27.0,27.0,18.0,30.0,30.0,22.683333333333334,22.683333333333334,27.0,27.0,8.0,7.0,22.683333333333334,19.0,19.0,10.0,10.0,10.0,19.0,19.0,19.0,14.428571428571429,14.0,14.0,16.0,9.0,9.0,9.0,9.0,10.666666666666666,10.666666666666666,10.666666666666666,10.0,10.0,10.666666666666666,10.666666666666666,10.666666666666666,10.0,17.666666666666668,19.0,15.0,19,9.0
2018_05_23,18.0,21.333333333333332,21.333333333333332,17.0,22.0,21.333333333333332,25.0,27.0,19,21.333333333333332,35.0,27.5,27.5,20.0,34.0,34.0,24.116666666666667,24.116666666666667,26.0,26.0,22.0,17.0,24.11666666666667,20.0,20.0,12.0,12.0,12.0,20.0,20.0,20.0,15.285714285714286,11.0,18.0,18.0,17.0,17.0,17.0,17.0,14.444444444444445,14.444444444444446,14.444444444444445,8.0,8.0,14.444444444444445,14.444444444444446,14.444444444444446,10.0,13.333333333333334,13.0,11.0,16,8.0
2018_05_24,11.0,12.666666666666666,12.666666666666666,8.0,16.0,12.666666666666666,16.0,13.0,12,12.666666666666666,21.0,18.0,18.0,15.0,9.0,9.0,13.683333333333332,13.683333333333334,19.0,19.0,9.0,10.0,13.683333333333335,17.0,17.0,8.0,8.0,8.0,15.0,15.0,15.0,11.0,8.0,13.0,12.0,14.0,14.0,14.0,14.0,11.777777777777779,11.777777777777777,11.777777777777777,8.0,8.0,11.777777777777777,11.777777777777775,11.777777777777775,9.0,11.666666666666666,14.0,7.0,14,9.0
2018_05_25,9.0,12.666666666666666,12.666666666666666,12.0,14.0,12.666666666666666,15.0,14.0,12,12.666666666666666,20.0,15.5,15.5,11.0,15.0,15.0,13.433333333333332,13.433333333333334,18.0,18.0,6.0,8.0,13.433333333333335,16.0,16.0,5.0,5.0,5.0,12.0,12.0,12.0,9.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,10.88888888888889,10.88888888888889,10.888888888888888,13.0,13.0,10.888888888888888,10.888888888888888,10.888888888888888,7.0,11.333333333333334,11.0,9.0,14,10.0
2018_05_26,10.0,14.5,14.5,13.0,14.0,14.5,15.0,19.0,16,14.5,21.0,17.5,17.5,14.0,23.0,23.0,15.9,15.899999999999999,23.0,23.0,5.0,6.0,15.899999999999999,15.0,15.0,6.0,6.0,6.0,12.0,12.0,12.0,9.571428571428571,13.0,14.0,14.0,11.0,11.0,11.0,11.0,10.11111111111111,10.11111111111111,10.111111111111112,6.0,6.0,10.111111111111112,10.111111111111112,10.111111111111112,7.0,11.666666666666666,10.0,10.0,15,6.0
2018_05_27,13.0,15.833333333333334,15.833333333333334,13.0,17.0,15.833333333333334,19.0,16.0,17,15.833333333333334,24.0,19.0,19.0,14.0,29.0,29.0,16.81666666666667,16.81666666666667,16.0,16.0,6.0,6.0,16.816666666666666,14.0,14.0,5.0,5.0,5.0,13.0,13.0,13.0,9.0,9.0,11.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,13.666666666666666,16.0,10.0,15,7.0
2018_05_28,16.0,20.0,20.0,18.0,22.0,20.0,22.0,21.0,21,20.0,28.0,22.5,22.5,17.0,19.0,19.0,19.4,19.4,22.0,22.0,10.0,6.0,19.4,14.0,14.0,11.0,11.0,11.0,15.0,15.0,15.0,13.285714285714286,15.0,11.0,12.0,8.0,8.0,8.0,8.0,7.777777777777778,7.777777777777777,7.777777777777778,5.0,5.0,7.777777777777778,7.777777777777777,7.777777777777777,5.0,11.666666666666666,9.0,12.0,14,8.0
2018_05_29,10.0,11.833333333333334,11.833333333333334,9.0,14.0,11.833333333333334,14.0,12.0,12,11.833333333333334,19.0,16.5,16.5,14.0,9.0,9.0,13.066666666666668,13.066666666666666,21.0,21.0,7.0,10.0,13.066666666666665,14.0,14.0,6.0,6.0,6.0,15.0,15.0,15.0,9.857142857142858,6.0,11.0,10.0,8.0,8.0,8.0,8.0,7.444444444444445,7.444444444444445,7.444444444444444,4.0,4.0,7.444444444444444,7.444444444444444,7.444444444444444,6.0,10.666666666666666,11.0,9.0,12,7.0
2018_05_30,16.0,13.833333333333334,13.833333333333334,11.0,15.0,13.833333333333334,16.0,12.0,13,13.833333333333334,20.0,19.0,19.0,18.0,7.0,7.0,14.166666666666668,14.166666666666666,18.0,18.0,8.0,11.0,14.166666666666668,16.0,16.0,6.0,6.0,6.0,16.0,16.0,16.0,11.571428571428571,15.0,11.0,11.0,6.0,6.0,6.0,6.0,6.777777777777778,6.777777777777777,6.777777777777778,5.0,5.0,6.777777777777778,6.777777777777777,6.777777777777777,5.0,13.666666666666666,14.0,13.0,14,9.0
2018_05_31,13.0,19.666666666666668,19.666666666666668,17.0,22.0,19.666666666666668,24.0,20.0,22,19.666666666666668,25.0,20.0,20.0,15.0,26.0,26.0,19.983333333333334,19.983333333333334,27.0,27.0,9.0,8.0,19.983333333333334,19.0,19.0,9.0,9.0,9.0,15.0,15.0,15.0,12.857142857142858,18.0,11.0,16.0,8.0,8.0,8.0,8.0,8.777777777777779,8.777777777777777,8.777777777777779,5.0,5.0,8.777777777777779,8.777777777777779,8.777777777777777,10.0,14.333333333333334,19.0,9.0,15,12.0
2018_06_01,14.0,15.5,15.5,11.0,17.0,15.5,18.0,16.0,17,15.5,23.0,23.5,23.5,24.0,15.0,15.0,17.5,17.5,27.0,27.0,10.0,7.0,17.5,15.0,15.0,14.0,14.0,14.0,16.0,16.0,16.0,15.571428571428571,19.0,11.0,32.0,7.0,7.0,7.0,7.0,10.222222222222221,10.222222222222223,10.222222222222221,6.0,6.0,10.222222222222221,10.222222222222221,10.222222222222223,9.0,13.666666666666666,14.0,10.0,17,10.0
2018_06_02,12.0,14.5,14.5,10.0,17.0,14.5,17.0,15.0,16,14.5,21.0,19.5,19.5,18.0,17.0,17.0,16.45,16.45,30.0,30.0,5.0,7.0,16.45,20.0,20.0,16.0,16.0,16.0,15.0,15.0,15.0,16.857142857142858,25.0,9.0,32.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,7.0,10.0,10.0,10.0,7.0,13.333333333333334,14.0,12.0,14,10.0
2018_06_03,11.0,12.333333333333334,12.333333333333334,10.0,14.0,12.333333333333334,14.0,12.0,13,12.333333333333334,21.0,17.5,17.5,14.0,11.0,11.0,13.316666666666668,13.316666666666666,20.0,20.0,5.0,6.0,13.316666666666665,22.0,22.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,48.0,8.0,8.0,8.0,8.0,13.222222222222221,13.222222222222223,13.222222222222223,9.0,9.0,13.222222222222221,13.222222222222221,13.222222222222223,9.0,15.0,15.0,14.0,16,12.0
2018_06_04,9.0,11.833333333333334,11.833333333333334,8.0,14.0,11.833333333333334,14.0,12.0,14,11.833333333333334,18.0,15.5,15.5,13.0,12.0,12.0,12.666666666666668,12.666666666666666,19.0,19.0,5.0,6.0,12.666666666666664,25.0,25.0,5.0,5.0,5.0,12.0,12.0,12.0,9.142857142857142,13.0,14.0,41.0,7.0,7.0,7.0,7.0,12.444444444444445,12.444444444444445,12.444444444444445,10.0,10.0,12.444444444444443,12.444444444444445,12.444444444444445,9.0,16.666666666666668,16.0,16.0,18,15.0
2018_06_05,10.0,11.333333333333334,11.333333333333334,7.0,12.0,11.333333333333334,15.0,13.0,11,11.333333333333334,18.0,15.0,15.0,12.0,13.0,13.0,12.516666666666667,12.516666666666667,18.0,18.0,8.0,7.0,12.516666666666667,18.0,18.0,7.0,7.0,7.0,10.0,10.0,10.0,8.714285714285714,10.0,14.0,26.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,9.0,9.0,12.0,12.0,12.0,10.0,19.0,20.0,17.0,20,14.0
